sid,elastic,yield,phase_ratio_dict,ds
Co9.40Mo5.25Ti2.00,1.20E+11,854125295.9,"{""martensite"": 0.6313274944562309, ""Fe2Mo"": 0.09091149227633863, ""austenite"": 0.1823509990836924, ""gamma_phase"": 0.007970436352160267, ""Ni3Ti"": 0.08743957783157773}",20250407
Co9.40Mo5.00Ti1.80,1.11E+11,802485781.7,"{""martensite"": 0.6280420532978026, ""Fe2Mo"": 0.0854593176136202, ""austenite"": 0.2012164579269332, ""gamma_phase"": 0.006180475694218051, ""Ni3Ti"": 0.07910169546742613}",20250407
Co9.40Mo5.35Ti1.20,1.10E+11,789305084.2,"{""martensite"": 0.5969616943004729, ""Fe2Mo"": 0.09114037835183138, ""austenite"": 0.2566879417641285, ""gamma_phase"": 0.001381021096492789, ""Ni3Ti"": 0.05382896448707449}",20250407
Co9.40Mo5.40Ti1.00,93610806549,678142987.5,"{""martensite"": 0.5880571546449722, ""Fe2Mo"": 0.09170523694433164, ""austenite"": 0.2750210343819696, ""Ni3Ti"": 0.04521657402872657}",20250407
Co9.40Mo5.50Ti1.60,1.10E+11,795311130.7,"{""martensite"": 0.6101354323950985, ""Fe2Mo"": 0.09503368388020872, ""austenite"": 0.2194375844279393, ""gamma_phase"": 0.004757255313643582, ""Ni3Ti"": 0.07063604398310985}",20250407
Co9.40Mo5.40Ti3.00,1.63E+11,1107546412,"{""martensite"": 0.6699650568676955, ""Fe2Mo"": 0.09617008710674299, ""austenite"": 0.08829787433783537, ""gamma_phase"": 0.01649501005358337, ""Ni3Ti"": 0.1290719716341428}",20250407
Co9.40Mo5.35Ti3.00,1.51E+11,1040020619,"{""martensite"": 0.6709663299706036, ""Fe2Mo"": 0.0951716013109469, ""austenite"": 0.08831943240900267, ""gamma_phase"": 0.01647435699824731, ""Ni3Ti"": 0.1290682793111995}",20250407
Co9.40Mo5.15Ti1.60,1.01E+11,742479219.1,"{""martensite"": 0.6169668208533882, ""Fe2Mo"": 0.08801436904609834, ""austenite"": 0.2197360353272945, ""gamma_phase"": 0.004586508231032201, ""Ni3Ti"": 0.07069626654218686}",20250407
Co9.40Mo5.45Ti1.60,1.04E+11,765270777.7,"{""martensite"": 0.6111117956267994, ""Fe2Mo"": 0.0940300596331023, ""austenite"": 0.2194807310428154, ""gamma_phase"": 0.004732810374335193, ""Ni3Ti"": 0.07064460332294774}",20250407
Co9.40Mo5.05Ti2.20,1.28E+11,905052316.8,"{""martensite"": 0.643502055547675, ""Fe2Mo"": 0.0873615333787775, ""austenite"": 0.163768984295198, ""gamma_phase"": 0.009558436306700625, ""Ni3Ti"": 0.09580899047164897}",20250407
Co9.40Mo5.50Ti3.00,1.55E+11,1067730025,"{""martensite"": 0.6679619059129943, ""Fe2Mo"": 0.09816791051793886, ""austenite"": 0.08825442300659452, ""gamma_phase"": 0.01653630991504639, ""Ni3Ti"": 0.1290794506474259}",20250407
Co9.40Mo5.00Ti0.80,92966591627,664202182.3,"{""martensite"": 0.5881154424970995, ""Fe2Mo"": 0.0832211037594677, ""austenite"": 0.293026974742263, ""Ni3Ti"": 0.03563647900116981}",20250407
Co9.40Mo5.00Ti1.00,96233059105,698593647.4,"{""martensite"": 0.5958076172156925, ""Fe2Mo"": 0.083671978507917, ""austenite"": 0.2753327170952716, ""Ni3Ti"": 0.04518768718111898}",20250407
Co9.40Mo5.50Ti2.80,1.46E+11,1017198816,"{""martensite"": 0.6595521851184745, ""Fe2Mo"": 0.09771473648782407, ""austenite"": 0.1071223510999778, ""gamma_phase"": 0.01483236521821144, ""Ni3Ti"": 0.1207783620755123}",20250407
Co9.40Mo5.15Ti3.00,1.53E+11,1056337864,"{""martensite"": 0.6749694068444805, ""Fe2Mo"": 0.0911804947719307, ""austenite"": 0.08840455052450744, ""gamma_phase"": 0.01639172320076758, ""Ni3Ti"": 0.1290538246583138}",20250407
Co9.40Mo5.45Ti2.60,1.35E+11,957217635.4,"{""martensite"": 0.652186915005456, ""Fe2Mo"": 0.09626302842143183, ""austenite"": 0.1259752902289645, ""gamma_phase"": 0.01311367793086779, ""Ni3Ti"": 0.1124610884132799}",20250407
Co9.40Mo5.35Ti2.80,1.51E+11,1037674746,"{""martensite"": 0.6625461059663824, ""Fe2Mo"": 0.09471649241764722, ""austenite"": 0.1071961070027626, ""gamma_phase"": 0.01476899369951346, ""Ni3Ti"": 0.1207723009136942}",20250407
Co9.40Mo5.35Ti0.80,95580588573,671428449.4,"{""martensite"": 0.5813608035024975, ""Fe2Mo"": 0.09025405736947516, ""austenite"": 0.2927334394794809, ""Ni3Ti"": 0.03565169964854639}",20250407
Co9.40Mo4.95Ti1.40,1.14E+11,819145141,"{""martensite"": 0.6127622642486603, ""Fe2Mo"": 0.0835618700695465, ""austenite"": 0.2385094285054595, ""gamma_phase"": 0.002829160414940049, ""Ni3Ti"": 0.06233727676139365}",20250407
Co9.40Mo5.50Ti2.20,1.21E+11,872524156.5,"{""martensite"": 0.6346215412319721, ""Fe2Mo"": 0.09636608870528593, ""austenite"": 0.1634704619291312, ""gamma_phase"": 0.009762286597001218, ""Ni3Ti"": 0.09577962153660949}",20250407
Co9.40Mo5.05Ti1.00,1.03E+11,719463885.2,"{""martensite"": 0.5948392872752103, ""Fe2Mo"": 0.08467512367020577, ""austenite"": 0.2752943794625076, ""Ni3Ti"": 0.04519120959207635}",20250407
Co9.40Mo5.00Ti2.40,1.28E+11,905951465.7,"{""martensite"": 0.6527844040884716, ""Fe2Mo"": 0.08681669846748956, ""austenite"": 0.1450310362469855, ""gamma_phase"": 0.01122407677642864, ""Ni3Ti"": 0.1041437844206247}",20250407
Co9.40Mo5.20Ti2.40,1.29E+11,915021255.2,"{""martensite"": 0.6488256347630117, ""Fe2Mo"": 0.09081212488797794, ""austenite"": 0.1449123831764897, ""gamma_phase"": 0.01131247000964556, ""Ni3Ti"": 0.1041373871628751}",20250407
Co9.40Mo5.00Ti2.60,1.37E+11,959339506.8,"{""martensite"": 0.6611301067894041, ""Fe2Mo"": 0.08727272529096285, ""austenite"": 0.126218584110077, ""gamma_phase"": 0.01291922070938679, ""Ni3Ti"": 0.1124593631001695}",20250407
Co9.40Mo5.30Ti2.60,1.44E+11,1004269051,"{""martensite"": 0.6551696521547264, ""Fe2Mo"": 0.09326369720668333, ""austenite"": 0.1260575484518183, ""gamma_phase"": 0.01304883068596479, ""Ni3Ti"": 0.112460271500807}",20250407
Co9.40Mo5.45Ti0.80,98092969478,690324994.5,"{""martensite"": 0.5794297266188603, ""Fe2Mo"": 0.09226608489050428, ""austenite"": 0.2926479176158773, ""Ni3Ti"": 0.0356562708747581}",20250407
Co9.40Mo5.40Ti1.40,1.12E+11,792985162.1,"{""martensite"": 0.6040163309269758, ""Fe2Mo"": 0.09258484904912044, ""austenite"": 0.2381019650657384, ""gamma_phase"": 0.00305374020799284, ""Ni3Ti"": 0.06224311475017264}",20250407
Co9.40Mo5.00Ti1.20,1.00E+11,715482206.1,"{""martensite"": 0.6037380999075102, ""Fe2Mo"": 0.084117888838079, ""austenite"": 0.2570270731543464, ""gamma_phase"": 0.001201912862550437, ""Ni3Ti"": 0.0539150252375141}",20250407
Co9.40Mo5.50Ti2.00,1.20E+11,850007240.1,"{""martensite"": 0.6264103634647104, ""Fe2Mo"": 0.09592015542209191, ""austenite"": 0.1821682915391691, ""gamma_phase"": 0.008086567872395763, ""Ni3Ti"": 0.087414621701633}",20250407
Co9.40Mo5.45Ti2.40,1.36E+11,960184646.4,"{""martensite"": 0.6438731598475269, ""Fe2Mo"": 0.09581282929637795, ""austenite"": 0.1447609757409589, ""gamma_phase"": 0.01142309255556099, ""Ni3Ti"": 0.1041299425595751}",20250407
Co9.40Mo5.35Ti1.40,1.09E+11,778886137,"{""martensite"": 0.60498867618986, ""Fe2Mo"": 0.0915811413585968, ""austenite"": 0.2381479481148512, ""gamma_phase"": 0.003028706290661044, ""Ni3Ti"": 0.0622535280460309}",20250407
Co9.40Mo5.10Ti1.00,1.01E+11,727236394.4,"{""martensite"": 0.5938708208860973, ""Fe2Mo"": 0.08567855777053265, ""austenite"": 0.2752558640988543, ""Ni3Ti"": 0.04519475724451566}",20250407
Co9.40Mo5.25Ti2.60,1.46E+11,1016436584,"{""martensite"": 0.6561635260432791, ""Fe2Mo"": 0.09226449020567143, ""austenite"": 0.1260847095093395, ""gamma_phase"": 0.01302722137549348, ""Ni3Ti"": 0.1124600528662166}",20250407
Co9.40Mo5.10Ti0.80,93656091951,671595450.2,"{""martensite"": 0.5861862005642879, ""Fe2Mo"": 0.0852290693052847, ""austenite"": 0.292944025814545, ""Ni3Ti"": 0.03564070431588238}",20250407
Co9.40Mo5.20Ti3.00,1.48E+11,1060099799,"{""martensite"": 0.6739689399330695, ""Fe2Mo"": 0.09217784614565319, ""austenite"": 0.08838343785178168, ""gamma_phase"": 0.016412384949624, ""Ni3Ti"": 0.1290573911198717}",20250407
Co9.40Mo5.15Ti1.40,1.03E+11,743184689,"{""martensite"": 0.6088766200154616, ""Fe2Mo"": 0.08756919849732363, ""austenite"": 0.2383301045981456, ""gamma_phase"": 0.002928773703239833, ""Ni3Ti"": 0.06229530318582924}",20250407
Co9.40Mo5.10Ti1.40,1.03E+11,724827077.3,"{""martensite"": 0.6098482466659342, ""Fe2Mo"": 0.08656693410981499, ""austenite"": 0.2383752006798783, ""gamma_phase"": 0.002903840738017677, ""Ni3Ti"": 0.06230577780635466}",20250407
Co9.40Mo4.90Ti1.20,1.01E+11,731465424.7,"{""martensite"": 0.605672978528635, ""Fe2Mo"": 0.08211406295227801, ""austenite"": 0.2571223108492555, ""gamma_phase"": 0.001150943765928312, ""Ni3Ti"": 0.05393970390390311}",20250407
Co9.40Mo5.05Ti1.40,99143835866,714469701.5,"{""martensite"": 0.6108197295907237, ""Fe2Mo"": 0.08556495799517112, ""austenite"": 0.2384201199044618, ""gamma_phase"": 0.002878927611951228, ""Ni3Ti"": 0.06231626489769216}",20250407
Co9.40Mo5.25Ti1.20,1.01E+11,710935864.2,"{""martensite"": 0.598898497584066, ""Fe2Mo"": 0.08913250698442819, ""austenite"": 0.2567857590836605, ""gamma_phase"": 0.001329732124567074, ""Ni3Ti"": 0.05385350422327829}",20250407
Co9.40Mo5.15Ti2.60,1.38E+11,973553463.2,"{""martensite"": 0.6581507160827895, ""Fe2Mo"": 0.09026693058351815, ""austenite"": 0.1261386450223651, ""gamma_phase"": 0.01298401209000642, ""Ni3Ti"": 0.1124596962213207}",20250407
Co9.40Mo5.00Ti1.40,1.05E+11,763140227.9,"{""martensite"": 0.6117910687864269, ""Fe2Mo"": 0.08456327002460959, ""austenite"": 0.2384648624525225, ""gamma_phase"": 0.00285403420930923, ""Ni3Ti"": 0.06232676452713177}",20250407
Co11.20Mo5.30Ti1.40,1.15E+11,818051299,"{""martensite"": 0.6136632070439225, ""Fe2Mo"": 0.0913759361589318, ""austenite"": 0.2286615733170841, ""gamma_phase"": 0.00561927894995072, ""Ni3Ti"": 0.06068000453011089}",20250421
Co11.20Mo5.00Ti2.20,1.22E+11,864125112,"{""martensite"": 0.6496360709277058, ""Fe2Mo"": 0.0870641107171852, ""austenite"": 0.1570248076422794, ""gamma_phase"": 0.01170569517184081, ""Ni3Ti"": 0.09456931554098875}",20250421
Co11.20Mo5.15Ti2.40,1.32E+11,929027517,"{""martensite"": 0.6543303224699939, ""Fe2Mo"": 0.09048842443536693, ""austenite"": 0.1388439771899208, ""gamma_phase"": 0.01335040903357805, ""Ni3Ti"": 0.1029868668711403}",20250421
Co11.20Mo5.35Ti2.40,1.41E+11,980421867,"{""martensite"": 0.6503883222066313, ""Fe2Mo"": 0.09448602686391508, ""austenite"": 0.1387011295885832, ""gamma_phase"": 0.01343621558819491, ""Ni3Ti"": 0.1029883057526755}",20250421
Co11.20Mo5.10Ti3.00,1.62E+11,1112437252,"{""martensite"": 0.6785007916608286, ""Fe2Mo"": 0.09078265399652101, ""austenite"": 0.08445292231378992, ""gamma_phase"": 0.01811468310625224, ""Ni3Ti"": 0.1281489489226083}",20250421
Co11.20Mo5.20Ti1.80,1.18E+11,842236919.2,"{""martensite"": 0.6305704102943458, ""Fe2Mo"": 0.09021262700028938, ""austenite"": 0.1928881467270909, ""gamma_phase"": 0.008664525542918182, ""Ni3Ti"": 0.07766429043535591}",20250421
Co11.20Mo5.50Ti1.60,1.09E+11,779650520.8,"{""martensite"": 0.6172352852158641, ""Fe2Mo"": 0.09580669965497941, ""austenite"": 0.2105521644862197, ""gamma_phase"": 0.007260518554696718, ""Ni3Ti"": 0.06914533208823997}",20250421
Co11.20Mo5.00Ti2.60,1.43E+11,999505348.9,"{""martensite"": 0.6649767092628838, ""Fe2Mo"": 0.08792394640459056, ""austenite"": 0.1208384332378815, ""gamma_phase"": 0.01487480126074424, ""Ni3Ti"": 0.1113861098339}",20250421
Co11.20Mo5.45Ti1.20,1.06E+11,752218480.4,"{""martensite"": 0.603353492971827, ""Fe2Mo"": 0.09397087128517412, ""austenite"": 0.2463767983485683, ""gamma_phase"": 0.004165046937833161, ""Ni3Ti"": 0.05213379045659729}",20250421
Co11.20Mo4.95Ti2.20,1.21E+11,857747366,"{""martensite"": 0.6506169077599808, ""Fe2Mo"": 0.086065629588634, ""austenite"": 0.157062950461926, ""gamma_phase"": 0.01168354812551922, ""Ni3Ti"": 0.09457096406394004}",20250421
Co11.20Mo5.20Ti0.80,97490987855,699923935.8,"{""martensite"": 0.5934463571862685, ""Fe2Mo"": 0.08811835905471575, ""austenite"": 0.2823229057703784, ""gamma_phase"": 0.0009875355178208093, ""Ni3Ti"": 0.03512484247081669}",20250421
Co11.20Mo5.10Ti1.40,1.06E+11,764505227.3,"{""martensite"": 0.6175320992553336, ""Fe2Mo"": 0.0873661348912368, ""austenite"": 0.2288667201064782, ""gamma_phase"": 0.005517260163652653, ""Ni3Ti"": 0.06071778558329868}",20250421
Co11.20Mo5.00Ti1.40,1.10E+11,778613246.5,"{""martensite"": 0.6194655308918363, ""Fe2Mo"": 0.08536297947678356, ""austenite"": 0.2289683727049734, ""gamma_phase"": 0.005466419894945153, ""Ni3Ti"": 0.06073669703146162}",20250421
Co11.20Mo5.00Ti1.00,1.06E+11,773883109.1,"{""martensite"": 0.6046287658085251, ""Fe2Mo"": 0.08452142654951726, ""austenite"": 0.2647324899900204, ""gamma_phase"": 0.002397098146356867, ""Ni3Ti"": 0.04372021950558037}",20250421
Co11.20Mo4.90Ti1.40,1.04E+11,754650875.5,"{""martensite"": 0.6213982874855917, ""Fe2Mo"": 0.0833609860338174, ""austenite"": 0.229069412134341, ""gamma_phase"": 0.005415690885415994, ""Ni3Ti"": 0.06075562346083386}",20250421
Co11.20Mo5.05Ti1.40,1.12E+11,786025547.5,"{""martensite"": 0.6184988995126635, ""Fe2Mo"": 0.08636441186703314, ""austenite"": 0.228917623085065, ""gamma_phase"": 0.005491826052411638, ""Ni3Ti"": 0.06072723948282676}",20250421
Co11.20Mo5.05Ti1.00,95569448319,702129058.6,"{""martensite"": 0.6036693002256178, ""Fe2Mo"": 0.08552419663237817, ""austenite"": 0.2646755064279738, ""gamma_phase"": 0.00242423886689878, ""Ni3Ti"": 0.0437067578471314}",20250421
Co11.20Mo5.40Ti1.80,1.19E+11,863106774.4,"{""martensite"": 0.6266711786095162, ""Fe2Mo"": 0.09421939385633875, ""austenite"": 0.1927070153877284, ""gamma_phase"": 0.00875998207753239, ""Ni3Ti"": 0.07764243006888433}",20250421
Co11.20Mo4.95Ti1.00,93953407633,678338630.7,"{""martensite"": 0.6055880712059737, ""Fe2Mo"": 0.08351894823376642, ""austenite"": 0.2647893092539758, ""gamma_phase"": 0.002369991899062157, ""Ni3Ti"": 0.04373367940722182}",20250421
Co11.20Mo5.10Ti2.00,1.27E+11,900864311.1,"{""martensite"": 0.6400751731327303, ""Fe2Mo"": 0.08863568842502675, ""austenite"": 0.1749808261190187, ""gamma_phase"": 0.01017932733602713, ""Ni3Ti"": 0.08612898498719712}",20250421
Co11.20Mo5.50Ti3.00,1.53E+11,1082032502,"{""martensite"": 0.6705284655599546, ""Fe2Mo"": 0.09876423709032796, ""austenite"": 0.0842411270488583, ""gamma_phase"": 0.0182686543937671, ""Ni3Ti"": 0.1281975159070921}",20250421
Co11.20Mo5.15Ti1.20,1.07E+11,765850217.5,"{""martensite"": 0.6091371939111604, ""Fe2Mo"": 0.08794864256877685, ""austenite"": 0.2467052657847391, ""gamma_phase"": 0.00400641531764839, ""Ni3Ti"": 0.05220248241767518}",20250421
Co11.20Mo5.20Ti2.00,1.16E+11,839784498.4,"{""martensite"": 0.6381194029006318, ""Fe2Mo"": 0.09063599882870492, ""austenite"": 0.1748973812324108, ""gamma_phase"": 0.01022530519402793, ""Ni3Ti"": 0.0861219118442245}",20250421
Co11.20Mo5.50Ti1.00,98727802199,711945096.1,"{""martensite"": 0.5950268785741926, ""Fe2Mo"": 0.09456228078216185, ""austenite"": 0.264155252054656, ""gamma_phase"": 0.002670083155157405, ""Ni3Ti"": 0.04358550543383207}",20250421
Co11.20Mo5.40Ti2.00,1.26E+11,895788037.2,"{""martensite"": 0.6342056539533172, ""Fe2Mo"": 0.09464009006901641, ""austenite"": 0.1747288695767266, ""gamma_phase"": 0.01031748156882469, ""Ni3Ti"": 0.08610790483211514}",20250421
Co11.20Mo5.35Ti2.00,1.20E+11,847289289.3,"{""martensite"": 0.6351843675051705, ""Fe2Mo"": 0.09363863311063655, ""austenite"": 0.1747712003988746, ""gamma_phase"": 0.01029440961924776, ""Ni3Ti"": 0.08611138936607063}",20250421
Co11.20Mo5.30Ti1.00,98772723370,699617103,"{""martensite"": 0.598869564688572, ""Fe2Mo"": 0.09054242861034442, ""austenite"": 0.2643881222194924, ""gamma_phase"": 0.002560465167961748, ""Ni3Ti"": 0.04363941931362943}",20250421
Co11.20Mo5.45Ti2.20,1.28E+11,910449786.5,"{""martensite"": 0.6408000219432471, ""Fe2Mo"": 0.09606341329260555, ""austenite"": 0.156675746461597, ""gamma_phase"": 0.01190568724650781, ""Ni3Ti"": 0.09455513105604257}",20250421
Co11.20Mo5.15Ti1.80,1.25E+11,894475600.1,"{""martensite"": 0.6315447709465712, ""Fe2Mo"": 0.08921166004111947, ""austenite"": 0.1929330755953568, ""gamma_phase"": 0.00864071585455911, ""Ni3Ti"": 0.07766977756239342}",20250421
Co11.20Mo5.45Ti2.40,1.36E+11,953475232.6,"{""martensite"": 0.648416150269874, ""Fe2Mo"": 0.09648655675908993, ""austenite"": 0.1386289756227185, ""gamma_phase"": 0.01347919014426232, ""Ni3Ti"": 0.1029891272040551}",20250421
Co11.20Mo5.30Ti0.80,97378313366,698126508.8,"{""martensite"": 0.5915331484049196, ""Fe2Mo"": 0.09012787466777945, ""austenite"": 0.2822012005138761, ""gamma_phase"": 0.001043949333092822, ""Ni3Ti"": 0.03509382708033207}",20250421
Co11.20Mo5.20Ti2.60,1.27E+11,926638464.2,"{""martensite"": 0.6610226507867134, ""Fe2Mo"": 0.09191544609969655, ""austenite"": 0.1207094637589107, ""gamma_phase"": 0.01495748126046033, ""Ni3Ti"": 0.111394958094219}",20250421
Co11.20Mo4.90Ti1.60,1.11E+11,804471400.7,"{""martensite"": 0.6288852993753691, ""Fe2Mo"": 0.08378532341328912, ""austenite"": 0.2111298924321633, ""gamma_phase"": 0.006964671889175304, ""Ni3Ti"": 0.06923481289000312}",20250421
Co11.20Mo4.90Ti2.00,1.25E+11,887075713.8,"{""martensite"": 0.6439845090927013, ""Fe2Mo"": 0.0846385325633736, ""austenite"": 0.1751460968524716, ""gamma_phase"": 0.01008758794795472, ""Ni3Ti"": 0.08614327354349882}",20250421
Co11.20Mo5.05Ti2.40,1.32E+11,932617845,"{""martensite"": 0.656300152277498, ""Fe2Mo"": 0.08849134974874585, ""austenite"": 0.138914671924564, ""gamma_phase"": 0.0133075756517015, ""Ni3Ti"": 0.1029862503974906}",20250421
Co11.20Mo5.45Ti0.80,99021980741,707025684.9,"{""martensite"": 0.5886621557994303, ""Fe2Mo"": 0.09314434805680717, ""austenite"": 0.2820173699195297, ""gamma_phase"": 0.00112886171464755, ""Ni3Ti"": 0.03504726450958531}",20250421
Co11.20Mo4.90Ti1.00,1.03E+11,725788297.3,"{""martensite"": 0.6065472165534015, ""Fe2Mo"": 0.08251676154116157, ""austenite"": 0.2648459642770897, ""gamma_phase"": 0.002342919966330398, ""Ni3Ti"": 0.04374713766201687}",20250421
Co11.20Mo5.40Ti1.00,93073093075,673638477.1,"{""martensite"": 0.596948544274092, ""Fe2Mo"": 0.09255176883945815, ""austenite"": 0.2642720165690763, ""gamma_phase"": 0.002615202628442797, ""Ni3Ti"": 0.04361246768893069}",20250421
Co11.20Mo5.00Ti1.80,1.11E+11,802465358.1,"{""martensite"": 0.6344667811602397, ""Fe2Mo"": 0.08621049635343118, ""austenite"": 0.1930670137852642, ""gamma_phase"": 0.008569415543058487, ""Ni3Ti"": 0.07768629315800629}",20250421
Co11.20Mo5.10Ti2.80,1.38E+11,987607662.7,"{""martensite"": 0.6707284476816586, ""Fe2Mo"": 0.09035008832954586, ""austenite"": 0.1026321400053909, ""gamma_phase"": 0.01651138069061792, ""Ni3Ti"": 0.1197779432927867}",20250421
Co11.20Mo5.25Ti2.60,1.40E+11,977344001.1,"{""martensite"": 0.6600336338528215, ""Fe2Mo"": 0.09291403854018422, ""austenite"": 0.1206769356151859, ""gamma_phase"": 0.01497817204701362, ""Ni3Ti"": 0.1113972199447948}",20250421
Co11.20Mo5.35Ti1.00,92255933651,663093513.8,"{""martensite"": 0.5979091350682852, ""Fe2Mo"": 0.09154695233378335, ""austenite"": 0.2643301517282513, ""gamma_phase"": 0.002587816096992942, ""Ni3Ti"": 0.04362594477268732}",20250421
Co11.20Mo5.30Ti1.20,98661875922,704315345.5,"{""martensite"": 0.6062460864969864, ""Fe2Mo"": 0.09095844296704009, ""austenite"": 0.2465417488340302, ""gamma_phase"": 0.004085586911257132, ""Ni3Ti"": 0.052168134790686}",20250421
Co11.20Mo5.45Ti2.80,1.18E+11,1043159429,"{""martensite"": 0.6637786296618159, ""Fe2Mo"": 0.09733760465882758, ""austenite"": 0.1024254602362118, ""gamma_phase"": 0.01665111381954935, ""Ni3Ti"": 0.1198071916235954}",20250421
Co11.20Mo5.25Ti1.20,1.03E+11,726235410.2,"{""martensite"": 0.6072099539131036, ""Fe2Mo"": 0.08995488436853723, ""austenite"": 0.2465964136910799, ""gamma_phase"": 0.004059164535522895, ""Ni3Ti"": 0.05217958349175644}",20250421
Co11.20Mo5.25Ti1.60,1.10E+11,794908193.3,"{""martensite"": 0.6220925015464749, ""Fe2Mo"": 0.09079270984499778, ""austenite"": 0.2107954689693846, ""gamma_phase"": 0.007136810609669842, ""Ni3Ti"": 0.06918250902947295}",20250421
Co11.20Mo5.05Ti1.60,1.18E+11,834098384.3,"{""martensite"": 0.6259751418416075, ""Fe2Mo"": 0.08678674879541827, ""austenite"": 0.2109874530054603, ""gamma_phase"": 0.007038297629982093, ""Ni3Ti"": 0.06921235872753194}",20250421
Co11.20Mo5.40Ti3.00,1.55E+11,1067828138,"{""martensite"": 0.6725228300847096, ""Fe2Mo"": 0.09676712436469938, ""austenite"": 0.08429467293086812, ""gamma_phase"": 0.0182301494393183, ""Ni3Ti"": 0.1281852231804046}",20250421
Co11.20Mo4.95Ti2.60,1.44E+11,993683662.8,"{""martensite"": 0.6659647220036802, ""Fe2Mo"": 0.08692678833517355, ""austenite"": 0.1208703901766841, ""gamma_phase"": 0.01485415167954185, ""Ni3Ti"": 0.1113839478049203}",20250421
Co11.20Mo5.25Ti2.00,1.28E+11,889660653.3,"{""martensite"": 0.6371412418761716, ""Fe2Mo"": 0.09163658762831865, ""austenite"": 0.1748554561581895, ""gamma_phase"": 0.01024832154164168, ""Ni3Ti"": 0.0861183927956784}",20250421
Co11.20Mo5.25Ti2.80,1.50E+11,1061004669,"{""martensite"": 0.6677511980755545, ""Fe2Mo"": 0.09334301827142003, ""austenite"": 0.1025442053592428, ""gamma_phase"": 0.01657123507124822, ""Ni3Ti"": 0.1197903432225345}",20250421
Co11.20Mo5.40Ti2.60,1.41E+11,1012178627,"{""martensite"": 0.6570653760682343, ""Fe2Mo"": 0.09591154002832118, ""austenite"": 0.1205786642539374, ""gamma_phase"": 0.01504029548583155, ""Ni3Ti"": 0.1114041241636754}",20250421
Co11.20Mo5.00Ti2.40,1.34E+11,931648091.3,"{""martensite"": 0.6572847749169701, ""Fe2Mo"": 0.08749324356792597, ""austenite"": 0.1389498372717227, ""gamma_phase"": 0.01328617613541153, ""Ni3Ti"": 0.1029859681079696}",20250421
Co11.20Mo4.95Ti0.80,94070826945,682266581,"{""martensite"": 0.5982266361070565, ""Fe2Mo"": 0.08309969471452068, ""austenite"": 0.2826242018836774, ""gamma_phase"": 0.0008471714957489413, ""Ni3Ti"": 0.03520229579899644}",20250421
Co11.20Mo5.20Ti1.00,1.08E+11,773061392.2,"{""martensite"": 0.6007899409883152, ""Fe2Mo"": 0.08853425892716003, ""austenite"": 0.2645035693972386, ""gamma_phase"": 0.002505869464622377, ""Ni3Ti"": 0.04366636122266377}",20250421
Co11.20Mo5.40Ti2.80,1.45E+11,1008766628,"{""martensite"": 0.6647720829904362, ""Fe2Mo"": 0.09633852768841869, ""austenite"": 0.102455307303483, ""gamma_phase"": 0.01663113613134112, ""Ni3Ti"": 0.119802945886321}",20250421
Co11.20Mo4.95Ti2.80,1.40E+11,984613968.8,"{""martensite"": 0.6737038341631931, ""Fe2Mo"": 0.08735973431905515, ""austenite"": 0.1027191129705177, ""gamma_phase"": 0.01645157130632992, ""Ni3Ti"": 0.1197657472409042}",20250421
Co11.20Mo5.10Ti2.40,1.31E+11,920360041.7,"{""martensite"": 0.6553153348249642, ""Fe2Mo"": 0.08948974332660281, ""austenite"": 0.1388793852544011, ""gamma_phase"": 0.01332898658943905, ""Ni3Ti"": 0.1029865500045927}",20250421
Co11.20Mo5.20Ti2.80,1.32E+11,957150428.7,"{""martensite"": 0.6687438217688113, ""Fe2Mo"": 0.09234508852443016, ""austenite"": 0.1025736238692111, ""gamma_phase"": 0.01655127850812521, ""Ni3Ti"": 0.1197861873294222}",20250421
Co11.20Mo5.10Ti1.80,1.18E+11,824360814.2,"{""martensite"": 0.6325189529051558, ""Fe2Mo"": 0.08821098270593465, ""austenite"": 0.1929778630142099, ""gamma_phase"": 0.008616927704385774, ""Ni3Ti"": 0.07767527367031395}",20250421
Co11.20Mo5.05Ti1.20,1.08E+11,780040405.4,"{""martensite"": 0.6110637750054706, ""Fe2Mo"": 0.08594356700870455, ""austenite"": 0.2468134814394387, ""gamma_phase"": 0.003953792468514382, ""Ni3Ti"": 0.0522253840778719}",20250421
Co11.20Mo5.40Ti0.80,96384147415,690370143.8,"{""martensite"": 0.5896193108022716, ""Fe2Mo"": 0.0921385634011552, ""austenite"": 0.2820788165354561, ""gamma_phase"": 0.001100518468525108, ""Ni3Ti"": 0.03506279079259216}",20250421
Co11.20Mo4.90Ti2.20,1.34E+11,948567382.6,"{""martensite"": 0.6515975556558357, ""Fe2Mo"": 0.0850674362397224, ""austenite"": 0.1571009651958873, ""gamma_phase"": 0.0116614155850269, ""Ni3Ti"": 0.0945726273235276}",20250421
Co11.20Mo5.50Ti1.80,1.33E+11,930023751.6,"{""martensite"": 0.6247204877917752, ""Fe2Mo"": 0.09622451864805362, ""austenite"": 0.1926155992630768, ""gamma_phase"": 0.008807842708347339, ""Ni3Ti"": 0.07763155158874706}",20250421
Co11.20Mo5.45Ti1.00,1.03E+11,744539388.7,"{""martensite"": 0.595987792158918, ""Fe2Mo"": 0.09355687827346167, ""austenite"": 0.2642137166936142, ""gamma_phase"": 0.002642624926285493, ""Ni3Ti"": 0.0435989879477207}",20250421
